"","StockCode","Categoria"
"3769","84760L","Categoria 4"
"3770","17011F","Categoria 7"
"3771","84656","Categoria 7"
"3772","21367","Categoria 4"
"3773","84497","Categora 1"
"3774","84627","Categoria 4"
"3775","84620","Categoria 8"
"3776","47469","Categoria 3"
"3777","21942","Categoria 5"
"3778","21943","Categoria 5"
"3779","84614A","Categoria 4"
"3780","21131","Categora 1"
"3781","84613C","Categoria 8"
"3782","72801C","Categoria 6"
"3783","20866","Categoria 5"
"3784","85110","Categoria 8"
"3785","84612B","Categoria 7"
"3786","84509C","Categoria 6"
"3787","22503","Categoria 4"
"3788","16169C","Categoria 4"
"3789","17174","Categoria 5"
"3790","75172","Categora 1"
"3791","23047","Categoria 6"
"3792","84592","Categoria 5"
"3793","23114","Categoria 3"
"3794","72803B","Categoria 7"
"3795","35638A","Categoria 3"
"3796","90037A","Categoria 3"
"3797","90037D","Categoria 4"
"3798","85180B","Categoria 6"
"3799","21197","Categoria 2"
"3800","35600D","Categoria 2"
"3801","35817P","Categoria 2"
"3802","22825","Categoria 8"
"3803","47579","Categoria 5"
"3804","35647","Categoria 3"
"3805","84751B","Categora 1"
"3806","20660","Categora 1"
"3807","85169C","Categoria 3"
"3808","90088","Categoria 5"
"3809","90093","Categoria 7"
"3810","90086","Categoria 6"
"3811","16047","Categoria 6"
"3812","90203","Categora 1"
"3813","72783","Categoria 8"
"3814","72781","Categoria 3"
"3815","10080","Categora 1"
"3816","21368","Categoria 5"
"3817","84827","Categoria 4"
"3818","84660C","Categoria 4"
"3819","90087","Categoria 7"
"3820","90091","Categoria 6"
"3821","84660B","Categoria 4"
"3822","85135C","Categoria 8"
"3823","47013A","Categoria 8"
"3824","85136B","Categoria 2"
"3825","21478","Categoria 2"
"3826","40005B","Categoria 2"
"3827","82072","Categoria 2"
"3828","21196","Categoria 6"
"3829","23465","Categoria 5"
"3830","90160A","Categoria 3"
"3831","84864A","Categoria 5"
"3832","35811A","Categoria 3"
"3833","21286","Categoria 5"
"3834","37482P","Categoria 8"
"3835","21698","Categora 1"
"3836","78034B","Categoria 7"
"3837","90065B","Categoria 5"
"3838","90196B","Categora 1"
"3839","90195B","Categoria 6"
"3840","84803B","Categoria 7"
"3841","35833P","Categoria 4"
"3842","90214C","Categoria 5"
"3843","35597B","Categoria 7"
"3844","22873","Categoria 3"
"3845","90214L","Categoria 8"
"3846","35838B","Categoria 3"
"3847","35937","Categoria 8"
"3848","22861","Categoria 3"
"3849","81952B","Categoria 5"
"3850","20835","Categoria 8"
"3851","20980","Categoria 4"
"3852","23417","Categoria 2"
"3853","TEST001","Categoria 4"
"3854","21461","Categoria 5"
"3855","21026","Categoria 8"
"3856","22884","Categora 1"
"3857","22880","Categora 1"
"3858","20827","Categoria 5"
"3859","84805B","Categoria 6"
"3860","90029","Categora 1"
"3861","90069","Categoria 8"
"3862","90180A","Categoria 2"
"3863","90175D","Categoria 2"
"3864","90010B","Categoria 4"
"3865","47344B","Categoria 4"
"3866","47369A","Categora 1"
"3867","21736","Categoria 6"
"3868","23695","Categoria 8"
"3869","35607B","Categoria 4"
"3870","16244B","Categoria 5"
"3871","22869","Categora 1"
"3872","23482","Categoria 3"
"3873","23459","Categoria 6"
"3874","84907","Categoria 7"
"3875","22883","Categoria 5"
"3876","22882","Categoria 7"
"3877","22881","Categora 1"
"3878","22887","Categoria 7"
"3879","22886","Categoria 8"
"3880","22888","Categora 1"
"3881","22879","Categoria 7"
"3882","84631","Categora 1"
"3883","20836","Categoria 5"
"3884","23410","Categoria 2"
"3885","22263","Categoria 6"
"3886","84806B","Categoria 4"
"3887","23086","Categoria 4"
"3888","79157B","Categoria 7"
"3889","79157V","Categoria 3"
"3890","90099","Categoria 5"
"3891","23442","Categoria 5"
"3892","84522","Categoria 2"
"3893","84876D","Categoria 8"
"3894","46775D","Categora 1"
"3895","84877D","Categoria 6"
"3896","90175C","Categoria 7"
"3897","85026B","Categoria 5"
"3898","21366","Categoria 2"
"3899","47341B","Categoria 5"
"3900","90065A","Categoria 2"
"3901","90024F","Categoria 6"
"3902","90026D","Categoria 7"
"3903","90143","Categoria 2"
"3904","90024C","Categoria 5"
"3905","90000B","Categoria 2"
"3906","90064A","Categoria 4"
"3907","90026C","Categoria 6"
"3908","90026B","Categoria 7"
"3909","35913B","Categoria 4"
"3910","62043B","Categoria 8"
"3911","23522","Categoria 7"
"3912","23521","Categoria 4"
"3913","84798A","Categoria 5"
"3914","47471","Categoria 2"
"3915","90067A","Categoria 5"
"3916","46000R","Categoria 6"
"3917","35649","Categoria 4"
"3918","21167","Categoria 4"
"3919","84549","Categoria 8"
"3920","85179A","Categoria 4"
"3921","85179C","Categoria 2"
"3922","23137","Categoria 5"
"3923","23135","Categoria 3"
"3924","22826","Categoria 5"
"3925","23463","Categoria 3"
"3926","84915","Categoria 6"
"3927","71496B","Categoria 8"
"3928","23420","Categoria 6"
"3929","23327","Categoria 5"
"3930","17038","Categoria 8"
"3931","35637C","Categoria 3"
"3932","22929","Categoria 8"
"3933","79063D","Categoria 8"
"3934","22870","Categora 1"
"3935","17084R","Categoria 2"
"3936","17084P","Categoria 2"
"3937","23512","Categoria 6"
"3938","21420","Categora 1"
"3939","23597","Categoria 4"
